year,japanese,english,publisher,image,product_type
1992,1992/9 No. 29,1992/9,Hobby Japan,29.jpg,periodical
1992,1992/10 No. 30,1992/10,Hobby Japan,30.jpg,periodical
1992,1992/11 No. 31,1992/11,Hobby Japan,31.jpg,periodical
1992,1992/12 No. 32,1992/12,Hobby Japan,32.jpg,periodical
1993,1993/1 No. 33,1993/1,Hobby Japan,33.jpg,periodical
1993,1993/2 No. 34,1993/2,Hobby Japan,34.jpg,periodical
1993,1993/3 No. 35,1993/3,Hobby Japan,35.jpg,periodical
1993,1993/4 No. 36,1993/4,Hobby Japan,36.jpg,periodical
1993,1993/5 No. 37,1993/5,Hobby Japan,37.jpg,periodical
1993,1993/6 No. 38,1993/6,Hobby Japan,38.jpg,periodical
1993,1993/7 No. 39,1993/7,Hobby Japan,39.jpg,periodical
1993,1993/8 No. 40,1993/8,Hobby Japan,40.jpg,periodical
1993,1993/9 No. 41,1993/9,Hobby Japan,41.jpg,periodical
1993,1993/10 No. 42,1993/10,Hobby Japan,42.jpg,periodical
1993,1993/11 No. 43,1993/11,Hobby Japan,43.jpg,periodical
1993,1993/12 No. 44,1993/12,Hobby Japan,44.jpg,periodical
1994,1994/1 No. 45,1994/1,Hobby Japan,45.jpg,periodical
1994,1994/2 No. 46,1994/2,Hobby Japan,46.jpg,periodical
1994,1994/3 No. 47,1994/3,Hobby Japan,47.jpg,periodical
1994,1994/4 No. 48,1994/4,Hobby Japan,48.jpg,periodical
1994,1994/5 No. 49,1994/5,Hobby Japan,49.jpg,periodical
1994,1994/6 No. 50,1994/6,Hobby Japan,50.jpg,periodical
1994,1994/7 No. 51,1994/7,Hobby Japan,51.jpg,periodical
1994,1994/8 No. 52,1994/8,Hobby Japan,52.jpg,periodical
1994,1994/9 No. 53,1994/9,Hobby Japan,53.jpg,periodical
1994,1994/10 No. 54,1994/10,Hobby Japan,54.jpg,periodical
1994,1994/11 No. 55,1994/11,Hobby Japan,55.jpg,periodical
1994,1994/12 No. 56,1994/12,Hobby Japan,56.jpg,periodical
1995,1995/1 No. 57,1995/1,Hobby Japan,57.jpg,periodical
1995,1995/2 No. 58,1995/2,Hobby Japan,58.jpg,periodical
1995,1995/3 No. 59,1995/3,Hobby Japan,59.jpg,periodical
1995,1995/4 No. 60,1995/4,Hobby Japan,60.jpg,periodical
1995,1995/5 No. 61,1995/5,Hobby Japan,61.jpg,periodical
1995,1995/6 No. 62,1995/6,Hobby Japan,62.jpg,periodical
1995,1995/7 No. 63,1995/7,Hobby Japan,63.jpg,periodical
1995,1995/8 No. 64,1995/8,Hobby Japan,64.jpg,periodical
1995,1995/9 No. 65,1995/9,Hobby Japan,65.jpg,periodical
1995,1995/10 No. 66,1995/10,Hobby Japan,66.jpg,periodical
1995,1995/11 No. 67,1995/11,Hobby Japan,67.jpg,periodical
1995,1995/12 No. 68,1995/12,Hobby Japan,68.jpg,periodical
1996,1996/1 No. 69,1996/1,Hobby Japan,69.jpg,periodical
1996,1996/2 No. 70,1996/2,Hobby Japan,70.jpg,periodical
1996,1996/3 No. 71,1996/3,Hobby Japan,71.jpg,periodical
1996,1996/4 No. 72,1996/4,Hobby Japan,72.jpg,periodical
1996,1996/5 No. 73,1996/5,Hobby Japan,73.jpg,periodical
1996,1996/6 No. 74,1996/6,Hobby Japan,74.jpg,periodical
1996,1996/7 No. 75,1996/7,Hobby Japan,75.jpg,periodical
1996,1996/8 No. 76,1996/8,Hobby Japan,76.jpg,periodical
1996,1996/9 No. 77,1996/9,Hobby Japan,77.jpg,periodical
1996,1996/10 No. 78,1996/10,Hobby Japan,78.jpg,periodical
1996,1996/11 No. 79,1996/11,Hobby Japan,79.jpg,periodical
1996,1996/12 No. 80,1996/12,Hobby Japan,80.jpg,periodical
1997,1997/1 No. 81,1997/1,Hobby Japan,81.jpg,periodical
1997,1997/2 No. 82,1997/2,Hobby Japan,82.jpg,periodical
1997,1997/3 No. 83,1997/3,Hobby Japan,83.jpg,periodical
1997,1997/4 No. 84,1997/4,Hobby Japan,84.jpg,periodical
1997,1997/5 No. 85,1997/5,Hobby Japan,85.png,periodical
1997,1997/6 No. 86,1997/6,Hobby Japan,86.jpg,periodical
1997,1997/7 No. 87,1997/7,Hobby Japan,87.jpg,periodical
1997,1997/8 No. 88,1997/8,Hobby Japan,88.jpg,periodical
1997,1997/9 No. 89,1997/9,Hobby Japan,89.jpg,periodical
1997,1997/10 No. 90,1997/10,Hobby Japan,90.jpg,periodical
1997,1997/11 No. 91,1997/11,Hobby Japan,91.jpg,periodical
1997,1997/12 No. 92,1997/12,Hobby Japan,92.jpg,periodical
1998,1998/1 No. 93,1998/1,Hobby Japan,93.jpg,periodical
1998,1998/2 No. 94,1998/2,Hobby Japan,94.jpg,periodical
1998,1998/3 No. 95,1998/3,Hobby Japan,95.jpg,periodical
1998,1998/4 No. 96,1998/4,Hobby Japan,96.jpg,periodical
1998,1998/5 No. 97,1998/5,Hobby Japan,97.jpg,periodical
1998,1998/6 No. 98,1998/6,Hobby Japan,98.jpg,periodical
1998,1998/7 No. 99,1998/7,Hobby Japan,99.jpg,periodical
1998,1998/8 No. 100,1998/8,Hobby Japan,100.jpg,periodical
1998,1998/9 No. 101,1998/9,Hobby Japan,101.jpg,periodical
1998,1998/10 No. 102,1998/10,Hobby Japan,102.jpg,periodical
1998,1998/11 No. 103,1998/11,Hobby Japan,103.jpg,periodical
1998,1998/12 No. 104,1998/12,Hobby Japan,104.jpg,periodical
1999,1999/1 No. 105,1999/1,Hobby Japan,105.jpg,periodical
1999,1999/2 No. 106,1999/2,Hobby Japan,106.jpg,periodical
1999,1999/3 No. 107,1999/3,Hobby Japan,107.jpg,periodical
1999,1999/4 No. 108,1999/4,Hobby Japan,108.jpg,periodical
1999,1999/5 No. 109,1999/5,Hobby Japan,109.jpg,periodical
1999,1999/6 No. 110,1999/6,Hobby Japan,110.jpg,periodical
1999,1999/7 No. 111,1999/7,Hobby Japan,111.jpg,periodical
1999,1999/8 No. 112,1999/8,Hobby Japan,112.jpg,periodical
