year,japanese,english,publisher,image,product_type
1989,No. 62 January 1989,,Hobby Japan,198901.jpg,periodical
1989,No. 63 February 1989,,Hobby Japan,198902.jpg,periodical
1989,No. 64 March 1989,,Hobby Japan,198903.jpg,periodical
1989,No. 65 April 1989,,Hobby Japan,198904.jpg,periodical
1989,No. 66 May 1989,,Hobby Japan,198905.jpg,periodical
1989,No. 67 June 1989,,Hobby Japan,198906.jpg,periodical
1989,No. 68 July 1989,,Hobby Japan,198907.jpg,periodical
1989,No. 69 August 1989,,Hobby Japan,198908.jpg,periodical
1989,No. 70 September 1989,,Hobby Japan,198909.jpg,periodical
1989,No. 71 October 1989,,Hobby Japan,198910.jpg,periodical
1989,No. 72 November 1989,,Hobby Japan,198911.jpg,periodical
1989,No. 73 December 1989,,Hobby Japan,198912.jpg,periodical
1990,No. 74 January 1990,,Hobby Japan,199001.jpg,periodical
1990,No. 75 February 1990,,Hobby Japan,199002.jpg,periodical
1990,No. 76 March 1990,,Hobby Japan,199003.jpg,periodical
1990,No. 77 April 1990,,Hobby Japan,199004.jpg,periodical
1990,No.1 1990 Autumn,,Hobby Japan,199009.jpg,periodical
1990,No 2 1990 Winter,,Hobby Japan,199012.jpg,periodical
1991,No. 3 1991 Spring,,Hobby Japan,199103.jpg,periodical
1991,No. 4 1991 Summer,,Hobby Japan,199106.jpg,periodical
1991,No. 5 1991 Autumn,,Hobby Japan,199109.jpg,periodical
1992,No. 6 1992 Winter,,Hobby Japan,199201.jpg,periodical
1992,No. 7 1992 Spring,,Hobby Japan,199204.jpg,periodical
1986,Tactics 別冊 RPG マガジン No. 1,,Hobby Japan,rpg_special_issue_1.jpg,periodical
1987,Tactics 別冊 RPG マガジン No. 2,,Hobby Japan,rpg_special_issue_2.jpg,periodical
