year,japanese,english,publisher,image,product_type
1988,トキメキハイスクール 恋の学園祭大作戦,Tokimeki High School,Futabasha,tokimeki_high_school.jpeg,gamebook
1988,霊幻道士 キョンシー大戦争,Mr. Vampire Jiangshi Great War,Futabasha,mr_vampire.jpeg,gamebook
1988,ガイアの紋章 エルスリード英雄列伝,Gaia's Coat of Arms,Futabasha,gaias_coat_of_arms.jpg,gamebook
1988,ヤマト魔神伝 サギリ見参! ,Visit Yamato Genie,Futabasha,visit_yamato_genie.jpg,gamebook
1988,ディープダンジョンIII,Deep Dungeon III,Futabasha,deep_dungeon_3.jpeg,gamebook
1988,ドラゴンロック 浮遊要塞の死闘 ,Dragon Rock,Futabasha,dragon_rock.jpeg,gamebook
1988,源平討魔伝 神異妖魔界の変,Genpei Tomaden,Futabasha,genpei_tomaden.jpeg,gamebook
1988,暗黒要塞ガルディアン オセロ神話の謎,Dark Fortress Guardian,Futabasha,dark_fortress_guardian.jpg,gamebook
1988,貝獣物語 シェルドラド伝説,Kaiju Monogatari,Futabasha,kaiju_monogatari.jpeg,gamebook
1988,スペース・ハリアー ホワイトドラゴンの勇者,Space Harrier,Futabasha,space_harrier.jpeg,gamebook
